id,pregunta,asignatura,curso,tema,tipo_ejercicio,foco_auto,criterio_auto,licencia_auto,fuente_original,confianza,foco_final,criterio_final,licencia_final,verificado,notas
quinto-primaria-lengua_45,"¿Qué preguntas debe responder una noticia?",Lengua Castellana,5º Primaria,Expresión escrita,Noticia,PROCEDIMIENTO,LEN_PRI5_C2.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,LEN_PRI5_C2.2,PROPRIETARY,false,""
quinto-primaria-lengua_46,"Di 3 conectores para ordenar una narración",Lengua Castellana,5º Primaria,Expresión escrita,Conectores,PROCEDIMIENTO,LEN_PRI5_C2.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,LEN_PRI5_C2.2,PROPRIETARY,false,""
quinto-primaria-lengua_47,"¿Para qué sirven los sinónimos en un texto?",Lengua Castellana,5º Primaria,Expresión escrita,Sinónimos,PROCEDIMIENTO,LEN_PRI5_C2.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,LEN_PRI5_C2.2,PROPRIETARY,false,""
quinto-primaria-lengua_49,"¿Para qué sirve hacer un borrador?",Lengua Castellana,5º Primaria,Expresión escrita,Borrador,PROCEDIMIENTO,LEN_PRI5_C2.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,LEN_PRI5_C2.2,PROPRIETARY,false,""
quinto-primaria-lengua_50,"¿Qué debes revisar en un texto antes de entregarlo?",Lengua Castellana,5º Primaria,Expresión escrita,Revisar,PROCEDIMIENTO,LEN_PRI5_C2.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,LEN_PRI5_C2.2,PROPRIETARY,false,""
quinto-primaria-matematicas_2,"Ordena de menor a mayor: 2.3, 2.03, 2.33, 2.303",Matemáticas,5º Primaria,Matemáticas,Ordenar,PROCEDIMIENTO,MAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,MAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-matematicas_7,"Convierte a fracción: 0.75",Matemáticas,5º Primaria,Matemáticas,Conversión,PROCEDIMIENTO,MAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,MAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-matematicas_8,"Redondea 5.678 a las décimas",Matemáticas,5º Primaria,Matemáticas,Redondeo,PROCEDIMIENTO,MAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,MAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-matematicas_15,"Convierte 1/4 a porcentaje",Matemáticas,5º Primaria,Porcentajes,Conversión,PROCEDIMIENTO,MAT_PRI5_C1.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,MAT_PRI5_C1.2,PROPRIETARY,false,""
quinto-primaria-matematicas_18,"Convierte 0.2 a porcentaje",Matemáticas,5º Primaria,Porcentajes,Conversión decimal,PROCEDIMIENTO,MAT_PRI5_C1.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,MAT_PRI5_C1.2,PROPRIETARY,false,""
quinto-primaria-matematicas_23,"¿Es 7 un número primo?",Matemáticas,5º Primaria,Múltiplos y divisores,Primo,PROCEDIMIENTO,MAT_PRI5_C1.3,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,MAT_PRI5_C1.3,PROPRIETARY,false,""
quinto-primaria-matematicas_24,"¿Es 9 un número primo o compuesto?",Matemáticas,5º Primaria,Múltiplos y divisores,Compuesto,PROCEDIMIENTO,MAT_PRI5_C1.3,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,MAT_PRI5_C1.3,PROPRIETARY,false,""
quinto-primaria-matematicas_27,"¿Es 348 divisible por 2?",Matemáticas,5º Primaria,Múltiplos y divisores,Criterio 2,PROCEDIMIENTO,MAT_PRI5_C1.3,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,MAT_PRI5_C1.3,PROPRIETARY,false,""
quinto-primaria-matematicas_28,"¿Es 123 divisible por 3?",Matemáticas,5º Primaria,Múltiplos y divisores,Criterio 3,PROCEDIMIENTO,MAT_PRI5_C1.3,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,MAT_PRI5_C1.3,PROPRIETARY,false,""
quinto-primaria-matematicas_29,"¿Es 145 divisible por 5?",Matemáticas,5º Primaria,Múltiplos y divisores,Criterio 5,PROCEDIMIENTO,MAT_PRI5_C1.3,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,MAT_PRI5_C1.3,PROPRIETARY,false,""
quinto-primaria-matematicas_36,"Si duplico el lado de un cuadrado, ¿qué pasa con su área?",Matemáticas,5º Primaria,Área y perímetro,Duplicar,PROCEDIMIENTO,MAT_PRI5_C2.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,MAT_PRI5_C2.1,PROPRIETARY,false,""
quinto-primaria-matematicas_41,"Convierte 3 km a metros",Matemáticas,5º Primaria,Unidades de medida,Longitud,PROCEDIMIENTO,MAT_PRI5_C2.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,MAT_PRI5_C2.2,PROPRIETARY,false,""
quinto-primaria-matematicas_42,"Convierte 5 kg a gramos",Matemáticas,5º Primaria,Unidades de medida,Masa,PROCEDIMIENTO,MAT_PRI5_C2.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,MAT_PRI5_C2.2,PROPRIETARY,false,""
quinto-primaria-matematicas_43,"Convierte 2 litros a mililitros",Matemáticas,5º Primaria,Unidades de medida,Capacidad,PROCEDIMIENTO,MAT_PRI5_C2.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,MAT_PRI5_C2.2,PROPRIETARY,false,""
quinto-primaria-matematicas_45,"Convierte 2 toneladas a kilogramos",Matemáticas,5º Primaria,Unidades de medida,Toneladas,PROCEDIMIENTO,MAT_PRI5_C2.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,MAT_PRI5_C2.2,PROPRIETARY,false,""
quinto-primaria-naturales_1,"Nombra los 5 reinos de los seres vivos",Ciencias Naturales,5º Primaria,Ciencias de la Naturaleza,Reinos,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_3,"¿Qué son los seres unicelulares?",Ciencias Naturales,5º Primaria,Ciencias de la Naturaleza,Unicelulares,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_4,"¿Qué son los seres pluricelulares?",Ciencias Naturales,5º Primaria,Ciencias de la Naturaleza,Pluricelulares,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_5,"¿Cuáles son las 3 funciones vitales?",Ciencias Naturales,5º Primaria,Ciencias de la Naturaleza,Funciones vitales,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_8,"¿Qué son los productores en un ecosistema?",Ciencias Naturales,5º Primaria,Ciencias de la Naturaleza,Productores,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_9,"¿Qué son los consumidores?",Ciencias Naturales,5º Primaria,Ciencias de la Naturaleza,Consumidores,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_10,"¿Qué son los descomponedores?",Ciencias Naturales,5º Primaria,Ciencias de la Naturaleza,Descomponedores,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_11,"¿Qué son los animales vertebrados?",Ciencias Naturales,5º Primaria,Los animales,Vertebrados,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_12,"¿Qué son los animales invertebrados?",Ciencias Naturales,5º Primaria,Los animales,Invertebrados,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_13,"Nombra los 5 grupos de vertebrados",Ciencias Naturales,5º Primaria,Los animales,Grupos vertebrados,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_14,"¿Qué características tienen los mamíferos?",Ciencias Naturales,5º Primaria,Los animales,Mamíferos,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_15,"¿Qué características tienen las aves?",Ciencias Naturales,5º Primaria,Los animales,Aves,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_16,"¿Qué características tienen los reptiles?",Ciencias Naturales,5º Primaria,Los animales,Reptiles,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_17,"¿Qué características tienen los anfibios?",Ciencias Naturales,5º Primaria,Los animales,Anfibios,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_18,"¿Qué características tienen los peces?",Ciencias Naturales,5º Primaria,Los animales,Peces,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_19,"¿Qué son los artrópodos? Da ejemplos",Ciencias Naturales,5º Primaria,Los animales,Artrópodos,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_20,"¿Qué son los moluscos? Da ejemplos",Ciencias Naturales,5º Primaria,Los animales,Moluscos,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_21,"¿Cuáles son las partes principales de una planta?",Ciencias Naturales,5º Primaria,Las plantas,Partes,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_22,"¿Qué funciones tiene la raíz?",Ciencias Naturales,5º Primaria,Las plantas,Raíz,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_23,"¿Qué función tiene el tallo?",Ciencias Naturales,5º Primaria,Las plantas,Tallo,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_24,"¿Qué función tienen las hojas?",Ciencias Naturales,5º Primaria,Las plantas,Hojas,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_25,"¿Para qué sirve la flor?",Ciencias Naturales,5º Primaria,Las plantas,Flor,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_27,"¿Qué contiene la semilla?",Ciencias Naturales,5º Primaria,Las plantas,Semilla,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_29,"Nombra plantas que no tienen flores",Ciencias Naturales,5º Primaria,Las plantas,Plantas sin flores,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_30,"¿Qué diferencia hay entre plantas de hoja perenne y caduca?",Ciencias Naturales,5º Primaria,Las plantas,Árboles,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-naturales_32,"¿Cuáles son los 3 estados de la materia?",Ciencias Naturales,5º Primaria,La materia,Estados,PROCEDIMIENTO,NAT_PRI5_C2.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C2.1,PROPRIETARY,false,""
quinto-primaria-naturales_33,"¿Qué características tiene el estado sólido?",Ciencias Naturales,5º Primaria,La materia,Sólido,PROCEDIMIENTO,NAT_PRI5_C2.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C2.1,PROPRIETARY,false,""
quinto-primaria-naturales_34,"¿Qué características tiene el estado líquido?",Ciencias Naturales,5º Primaria,La materia,Líquido,PROCEDIMIENTO,NAT_PRI5_C2.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C2.1,PROPRIETARY,false,""
quinto-primaria-naturales_35,"¿Qué características tiene el estado gaseoso?",Ciencias Naturales,5º Primaria,La materia,Gaseoso,PROCEDIMIENTO,NAT_PRI5_C2.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C2.1,PROPRIETARY,false,""
quinto-primaria-naturales_42,"Nombra 5 tipos de energía",Ciencias Naturales,5º Primaria,La energía,Tipos,PROCEDIMIENTO,NAT_PRI5_C2.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C2.2,PROPRIETARY,false,""
quinto-primaria-naturales_43,"¿Qué son las energías renovables? Da ejemplos",Ciencias Naturales,5º Primaria,La energía,Renovables,PROCEDIMIENTO,NAT_PRI5_C2.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C2.2,PROPRIETARY,false,""
quinto-primaria-naturales_44,"¿Qué son las energías no renovables? Da ejemplos",Ciencias Naturales,5º Primaria,La energía,No renovables,PROCEDIMIENTO,NAT_PRI5_C2.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C2.2,PROPRIETARY,false,""
quinto-primaria-naturales_48,"¿Puede la energía transformarse?",Ciencias Naturales,5º Primaria,La energía,Transformación,PROCEDIMIENTO,NAT_PRI5_C2.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C2.2,PROPRIETARY,false,""
quinto-primaria-naturales_49,"Di 3 formas de ahorrar energía en casa",Ciencias Naturales,5º Primaria,La energía,Ahorro,PROCEDIMIENTO,NAT_PRI5_C2.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C2.2,PROPRIETARY,false,""
quinto-primaria-naturales_50,"¿Qué hacen los paneles solares fotovoltaicos?",Ciencias Naturales,5º Primaria,La energía,Fotovoltaica,PROCEDIMIENTO,NAT_PRI5_C2.2,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,NAT_PRI5_C2.2,PROPRIETARY,false,""
quinto-primaria-sociales_1,"¿Cuándo empezó la Edad Moderna?",Ciencias Sociales,5º Primaria,Ciencias Sociales,Inicio,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_2,"¿Quiénes eran los Reyes Católicos?",Ciencias Sociales,5º Primaria,Ciencias Sociales,Reyes Católicos,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_3,"¿En qué año descubrió Colón América?",Ciencias Sociales,5º Primaria,Ciencias Sociales,Descubrimiento,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_4,"Nombra las 3 carabelas de Colón",Ciencias Sociales,5º Primaria,Ciencias Sociales,Carabelas,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_5,"¿Qué territorios conquistó España en América?",Ciencias Sociales,5º Primaria,Ciencias Sociales,Imperio,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_7,"¿Qué hizo Felipe II?",Ciencias Sociales,5º Primaria,Ciencias Sociales,Felipe II,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_8,"¿Qué fue el Siglo de Oro español?",Ciencias Sociales,5º Primaria,Ciencias Sociales,Siglo de Oro,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_9,"¿Quién escribió Don Quijote de la Mancha?",Ciencias Sociales,5º Primaria,Ciencias Sociales,Cervantes,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_10,"Nombra un pintor famoso del Siglo de Oro",Ciencias Sociales,5º Primaria,Ciencias Sociales,Arte,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_11,"¿Cuándo empezó la Edad Contemporánea en España?",Ciencias Sociales,5º Primaria,La Edad Contemporánea en España,Inicio,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,false,""
quinto-primaria-sociales_12,"¿Quién invadió España en 1808?",Ciencias Sociales,5º Primaria,La Edad Contemporánea en España,Napoleón,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,false,""
quinto-primaria-sociales_13,"¿Qué se aprobó en 1812 en Cádiz?",Ciencias Sociales,5º Primaria,La Edad Contemporánea en España,Constitución,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,false,""
quinto-primaria-sociales_15,"¿Qué forma de gobierno tuvo España en el siglo XX?",Ciencias Sociales,5º Primaria,La Edad Contemporánea en España,Restauración,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,false,""
quinto-primaria-sociales_16,"¿Cuándo se proclamó la II República?",Ciencias Sociales,5º Primaria,La Edad Contemporánea en España,República,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,false,""
quinto-primaria-sociales_17,"¿Cuándo fue la Guerra Civil española?",Ciencias Sociales,5º Primaria,La Edad Contemporánea en España,Guerra Civil,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,false,""
quinto-primaria-sociales_18,"¿Quién gobernó España después de la Guerra Civil?",Ciencias Sociales,5º Primaria,La Edad Contemporánea en España,Dictadura,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,false,""
quinto-primaria-sociales_19,"¿Cuándo volvió la democracia a España?",Ciencias Sociales,5º Primaria,La Edad Contemporánea en España,Democracia,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,false,""
quinto-primaria-sociales_20,"¿En qué año entró España en la Unión Europea?",Ciencias Sociales,5º Primaria,La Edad Contemporánea en España,UE,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C2.1,PROPRIETARY,false,""
quinto-primaria-sociales_21,"Nombra los 8 planetas del Sistema Solar en orden",Ciencias Sociales,5º Primaria,El Universo y la Tierra,Sistema Solar,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_24,"¿Cómo se llama nuestra galaxia?",Ciencias Sociales,5º Primaria,El Universo y la Tierra,Galaxia,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_27,"¿Por qué hay estaciones del año?",Ciencias Sociales,5º Primaria,El Universo y la Tierra,Estaciones,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_28,"Nombra las 4 fases principales de la Luna",Ciencias Sociales,5º Primaria,El Universo y la Tierra,Fases Luna,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_30,"Nombra las 3 capas principales de la Tierra",Ciencias Sociales,5º Primaria,El Universo y la Tierra,Capas Tierra,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_31,"Nombra los 6 continentes",Ciencias Sociales,5º Primaria,El relieve de Europa,Continentes,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_32,"Nombra los 5 océanos",Ciencias Sociales,5º Primaria,El relieve de Europa,Océanos,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_33,"¿Qué mares y océanos rodean Europa?",Ciencias Sociales,5º Primaria,El relieve de Europa,Europa límites,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_34,"Nombra 3 cordilleras importantes de Europa",Ciencias Sociales,5º Primaria,El relieve de Europa,Cordilleras Europa,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_35,"Nombra 3 ríos importantes de Europa",Ciencias Sociales,5º Primaria,El relieve de Europa,Ríos Europa,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_46,"¿Qué países forman la Península Ibérica?",Ciencias Sociales,5º Primaria,Países de Europa,Península Ibérica,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_47,"Nombra un país muy pequeño de Europa",Ciencias Sociales,5º Primaria,Países de Europa,Países pequeños,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_48,"Nombra 4 idiomas que se hablan en Europa",Ciencias Sociales,5º Primaria,Países de Europa,Idiomas,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
quinto-primaria-sociales_50,"Nombra 2 países nórdicos (del norte de Europa)",Ciencias Sociales,5º Primaria,Países de Europa,Países nórdicos,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,"Creación propia - EduAnalytics",0.8,PROCEDIMIENTO,SOC_PRI5_C1.1,PROPRIETARY,false,""
santillana-4-primaria-GALEGO_2,"Segundo o texto anterior, que lle gusta facer ao gato?",Lingua Galega,4º Primaria,Lingua Galega,Detalles,PROCEDIMIENTO,GAL_PRI4_C1.1,PROPRIETARY,"Santillana",0.81,PROCEDIMIENTO,GAL_PRI4_C1.1,PROPRIETARY,false,""
